,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt
114,115,4/25/2011,2,0,4,0,1,1,1,0.606667,0.776667,0.185333,773,3300,4073
115,116,4/26/2011,2,0,4,0,2,1,1,0.631667,0.729167,0.3265,678,3722,4400
116,117,4/27/2011,2,0,4,0,3,1,2,0.62,0.835417,0.3122,547,3325,3872
117,118,4/28/2011,2,0,4,0,4,1,2,0.6175,0.700833,0.32090799999999997,569,3489,4058
118,119,4/29/2011,2,0,4,0,5,1,1,0.51,0.457083,0.240063,878,3717,4595
119,120,4/30/2011,2,0,4,0,6,0,1,0.4725,0.503333,0.235075,1965,3347,5312
120,121,5/1/2011,2,0,5,0,0,0,2,0.451667,0.762083,0.10635399999999999,1138,2213,3351
121,122,5/2/2011,2,0,5,0,1,1,2,0.549167,0.73,0.183454,847,3554,4401
122,123,5/3/2011,2,0,5,0,2,1,2,0.616667,0.697083,0.342667,603,3848,4451
123,124,5/4/2011,2,0,5,0,3,1,2,0.414167,0.737083,0.328996,255,2378,2633
124,125,5/5/2011,2,0,5,0,4,1,1,0.459167,0.44416700000000003,0.295392,614,3819,4433
125,126,5/6/2011,2,0,5,0,5,1,1,0.479167,0.59,0.228246,894,3714,4608
126,127,5/7/2011,2,0,5,0,6,0,1,0.52,0.54125,0.16045,1612,3102,4714
127,128,5/8/2011,2,0,5,0,0,0,1,0.5283329999999999,0.631667,0.0746375,1401,2932,4333
128,129,5/9/2011,2,0,5,0,1,1,1,0.5325,0.58875,0.17600000000000002,664,3698,4362
129,130,5/10/2011,2,0,5,0,2,1,1,0.5325,0.489167,0.11567100000000001,694,4109,4803
130,131,5/11/2011,2,0,5,0,3,1,1,0.5425,0.632917,0.12064200000000001,550,3632,4182
131,132,5/12/2011,2,0,5,0,4,1,1,0.535,0.7475,0.189667,695,4169,4864
132,133,5/13/2011,2,0,5,0,5,1,2,0.5125,0.863333,0.179725,692,3413,4105
133,134,5/14/2011,2,0,5,0,6,0,2,0.520833,0.9225,0.13495,902,2507,3409
134,135,5/15/2011,2,0,5,0,0,0,2,0.5625,0.867083,0.152979,1582,2971,4553
135,136,5/16/2011,2,0,5,0,1,1,1,0.5775,0.787917,0.126871,773,3185,3958
136,137,5/17/2011,2,0,5,0,2,1,2,0.561667,0.837917,0.277354,678,3445,4123
137,138,5/18/2011,2,0,5,0,3,1,2,0.55,0.87,0.201492,536,3319,3855
138,139,5/19/2011,2,0,5,0,4,1,2,0.530833,0.829583,0.10821300000000002,735,3840,4575
139,140,5/20/2011,2,0,5,0,5,1,1,0.536667,0.719583,0.125013,909,4008,4917
140,141,5/21/2011,2,0,5,0,6,0,1,0.6025,0.626667,0.12065,2258,3547,5805
141,142,5/22/2011,2,0,5,0,0,0,1,0.604167,0.749583,0.148008,1576,3084,4660
142,143,5/23/2011,2,0,5,0,1,1,2,0.631667,0.81,0.233842,836,3438,4274
143,144,5/24/2011,2,0,5,0,2,1,2,0.66,0.740833,0.207092,659,3833,4492
144,145,5/25/2011,2,0,5,0,3,1,1,0.660833,0.69625,0.15423299999999998,740,4238,4978
145,146,5/26/2011,2,0,5,0,4,1,1,0.708333,0.6775,0.19964200000000001,758,3919,4677
292,293,10/20/2011,4,0,10,0,4,1,1,0.475833,0.63625,0.422275,471,3724,4195
293,294,10/21/2011,4,0,10,0,5,1,1,0.4275,0.574167,0.221396,676,3628,4304
294,295,10/22/2011,4,0,10,0,6,0,1,0.4225,0.629167,0.09266669999999999,1499,2809,4308
295,296,10/23/2011,4,0,10,0,0,0,1,0.421667,0.74125,0.0995125,1619,2762,4381
296,297,10/24/2011,4,0,10,0,1,1,1,0.463333,0.772083,0.11879200000000001,699,3488,4187
297,298,10/25/2011,4,0,10,0,2,1,1,0.471667,0.622917,0.166658,695,3992,4687
298,299,10/26/2011,4,0,10,0,3,1,2,0.484167,0.720417,0.148642,404,3490,3894
299,300,10/27/2011,4,0,10,0,4,1,2,0.47,0.812917,0.19776300000000002,240,2419,2659
300,301,10/28/2011,4,0,10,0,5,1,2,0.330833,0.585833,0.229479,456,3291,3747
301,302,10/29/2011,4,0,10,0,6,0,3,0.25416700000000003,0.8825,0.351371,57,570,627
302,303,10/30/2011,4,0,10,0,0,0,1,0.31916700000000003,0.62375,0.176617,885,2446,3331
303,304,10/31/2011,4,0,10,0,1,1,1,0.34,0.703333,0.10635,362,3307,3669
304,305,11/1/2011,4,0,11,0,2,1,1,0.400833,0.68375,0.135571,410,3658,4068
305,306,11/2/2011,4,0,11,0,3,1,1,0.3775,0.71875,0.08209169999999999,370,3816,4186
306,307,11/3/2011,4,0,11,0,4,1,1,0.408333,0.702083,0.136817,318,3656,3974
307,308,11/4/2011,4,0,11,0,5,1,2,0.403333,0.6225,0.271779,470,3576,4046
308,309,11/5/2011,4,0,11,0,6,0,1,0.326667,0.519167,0.18906199999999998,1156,2770,3926
309,310,11/6/2011,4,0,11,0,0,0,1,0.348333,0.734583,0.09205419999999999,952,2697,3649
310,311,11/7/2011,4,0,11,0,1,1,1,0.395,0.75875,0.057225,373,3662,4035
311,312,11/8/2011,4,0,11,0,2,1,1,0.408333,0.7216670000000001,0.0690375,376,3829,4205
312,313,11/9/2011,4,0,11,0,3,1,1,0.4,0.758333,0.06219580000000001,305,3804,4109
313,314,11/10/2011,4,0,11,0,4,1,2,0.38,0.813333,0.189067,190,2743,2933
314,315,11/11/2011,4,0,11,1,5,0,1,0.324167,0.44625,0.314675,440,2928,3368
315,316,11/12/2011,4,0,11,0,6,0,1,0.356667,0.552917,0.212062,1275,2792,4067
316,317,11/13/2011,4,0,11,0,0,0,1,0.440833,0.458333,0.281721,1004,2713,3717
317,318,11/14/2011,4,0,11,0,1,1,1,0.53,0.587083,0.306596,595,3891,4486
318,319,11/15/2011,4,0,11,0,2,1,2,0.53,0.68875,0.199633,449,3746,4195
319,320,11/16/2011,4,0,11,0,3,1,3,0.456667,0.93,0.136829,145,1672,1817
320,321,11/17/2011,4,0,11,0,4,1,2,0.341667,0.575833,0.30536199999999997,139,2914,3053
321,322,11/18/2011,4,0,11,0,5,1,1,0.274167,0.41,0.168533,245,3147,3392
322,323,11/19/2011,4,0,11,0,6,0,1,0.329167,0.502083,0.224496,943,2720,3663
323,324,11/20/2011,4,0,11,0,0,0,2,0.463333,0.6845829999999999,0.18595,787,2733,3520
324,325,11/21/2011,4,0,11,0,1,1,3,0.4475,0.91,0.138054,220,2545,2765
325,326,11/22/2011,4,0,11,0,2,1,3,0.416667,0.9625,0.11879200000000001,69,1538,1607
326,327,11/23/2011,4,0,11,0,3,1,2,0.440833,0.757917,0.335825,112,2454,2566
327,328,11/24/2011,4,0,11,1,4,0,1,0.37333299999999997,0.549167,0.167304,560,935,1495
328,329,11/25/2011,4,0,11,0,5,1,1,0.375,0.64375,0.0988958,1095,1697,2792
329,330,11/26/2011,4,0,11,0,6,0,1,0.375833,0.681667,0.0684208,1249,1819,3068
330,331,11/27/2011,4,0,11,0,0,0,1,0.459167,0.698333,0.208954,810,2261,3071
331,332,11/28/2011,4,0,11,0,1,1,1,0.503478,0.743043,0.142122,253,3614,3867
332,333,11/29/2011,4,0,11,0,2,1,2,0.458333,0.830833,0.258092,96,2818,2914
333,334,11/30/2011,4,0,11,0,3,1,1,0.325,0.613333,0.271158,188,3425,3613
334,335,12/1/2011,4,0,12,0,4,1,1,0.3125,0.524583,0.220158,182,3545,3727
335,336,12/2/2011,4,0,12,0,5,1,1,0.31416700000000003,0.625833,0.100754,268,3672,3940
336,337,12/3/2011,4,0,12,0,6,0,1,0.299167,0.612917,0.0957833,706,2908,3614
337,338,12/4/2011,4,0,12,0,0,0,1,0.330833,0.775833,0.08395830000000001,634,2851,3485
338,339,12/5/2011,4,0,12,0,1,1,2,0.385833,0.827083,0.06220830000000001,233,3578,3811
339,340,12/6/2011,4,0,12,0,2,1,3,0.4625,0.949583,0.23258299999999998,126,2468,2594
340,341,12/7/2011,4,0,12,0,3,1,3,0.41,0.970417,0.266175,50,655,705
341,342,12/8/2011,4,0,12,0,4,1,1,0.265833,0.58,0.240058,150,3172,3322
342,343,12/9/2011,4,0,12,0,5,1,1,0.290833,0.695833,0.08271669999999999,261,3359,3620
343,344,12/10/2011,4,0,12,0,6,0,1,0.275,0.5075,0.233221,502,2688,3190
344,345,12/11/2011,4,0,12,0,0,0,1,0.220833,0.49,0.0665417,377,2366,2743
345,346,12/12/2011,4,0,12,0,1,1,1,0.238333,0.670833,0.06345,143,3167,3310
346,347,12/13/2011,4,0,12,0,2,1,1,0.2825,0.59,0.14055,155,3368,3523
347,348,12/14/2011,4,0,12,0,3,1,2,0.3175,0.66375,0.06095830000000001,178,3562,3740
348,349,12/15/2011,4,0,12,0,4,1,2,0.4225,0.634167,0.268042,181,3528,3709
349,350,12/16/2011,4,0,12,0,5,1,2,0.375,0.500417,0.260575,178,3399,3577
350,351,12/17/2011,4,0,12,0,6,0,2,0.258333,0.560833,0.243167,275,2464,2739
351,352,12/18/2011,4,0,12,0,0,0,1,0.238333,0.58625,0.16977899999999999,220,2211,2431
352,353,12/19/2011,4,0,12,0,1,1,1,0.276667,0.6375,0.172896,260,3143,3403
353,354,12/20/2011,4,0,12,0,2,1,2,0.385833,0.595417,0.06157080000000001,216,3534,3750
354,355,12/21/2011,1,0,12,0,3,1,2,0.428333,0.858333,0.2214,107,2553,2660
355,356,12/22/2011,1,0,12,0,4,1,2,0.423333,0.7575,0.047275,227,2841,3068
356,357,12/23/2011,1,0,12,0,5,1,1,0.37333299999999997,0.68625,0.274246,163,2046,2209
357,358,12/24/2011,1,0,12,0,6,0,1,0.3025,0.5425,0.190304,155,856,1011
358,359,12/25/2011,1,0,12,0,0,0,1,0.274783,0.681304,0.155091,303,451,754
359,360,12/26/2011,1,0,12,1,1,0,1,0.321739,0.506957,0.239465,430,887,1317
360,361,12/27/2011,1,0,12,0,2,1,2,0.325,0.7625,0.18845,103,1059,1162
361,362,12/28/2011,1,0,12,0,3,1,1,0.29913,0.503913,0.29396100000000003,255,2047,2302
362,363,12/29/2011,1,0,12,0,4,1,1,0.248333,0.574167,0.11941199999999999,254,2169,2423
363,364,12/30/2011,1,0,12,0,5,1,1,0.311667,0.636667,0.13433699999999998,491,2508,2999
364,365,12/31/2011,1,0,12,0,6,0,1,0.41,0.615833,0.220154,665,1820,2485
365,366,1/1/2012,1,1,1,0,0,0,1,0.37,0.6925,0.192167,686,1608,2294
366,367,1/2/2012,1,1,1,1,1,0,1,0.273043,0.381304,0.329665,244,1707,1951
367,368,1/3/2012,1,1,1,0,2,1,1,0.15,0.44125,0.365671,89,2147,2236
368,369,1/4/2012,1,1,1,0,3,1,2,0.1075,0.414583,0.1847,95,2273,2368
369,370,1/5/2012,1,1,1,0,4,1,1,0.265833,0.524167,0.129987,140,3132,3272
370,371,1/6/2012,1,1,1,0,5,1,1,0.334167,0.542083,0.167908,307,3791,4098
371,372,1/7/2012,1,1,1,0,6,0,1,0.393333,0.531667,0.174758,1070,3451,4521
372,373,1/8/2012,1,1,1,0,0,0,1,0.3375,0.465,0.19154200000000002,599,2826,3425
373,374,1/9/2012,1,1,1,0,1,1,2,0.224167,0.701667,0.0989,106,2270,2376
374,375,1/10/2012,1,1,1,0,2,1,1,0.308696,0.646522,0.187552,173,3425,3598
375,376,1/11/2012,1,1,1,0,3,1,2,0.274167,0.8475,0.131221,92,2085,2177
376,377,1/12/2012,1,1,1,0,4,1,2,0.3825,0.802917,0.18096700000000002,269,3828,4097
377,378,1/13/2012,1,1,1,0,5,1,1,0.274167,0.5075,0.378108,174,3040,3214
378,379,1/14/2012,1,1,1,0,6,0,1,0.18,0.4575,0.187183,333,2160,2493
379,380,1/15/2012,1,1,1,0,0,0,1,0.166667,0.419167,0.251258,284,2027,2311
380,381,1/16/2012,1,1,1,1,1,0,1,0.19,0.5225,0.23135799999999998,217,2081,2298
381,382,1/17/2012,1,1,1,0,2,1,2,0.37304299999999996,0.716087,0.34913,127,2808,2935
382,383,1/18/2012,1,1,1,0,3,1,1,0.303333,0.443333,0.415429,109,3267,3376
383,384,1/19/2012,1,1,1,0,4,1,1,0.19,0.4975,0.220158,130,3162,3292
384,385,1/20/2012,1,1,1,0,5,1,2,0.2175,0.45,0.20275,115,3048,3163
385,386,1/21/2012,1,1,1,0,6,0,2,0.173333,0.83125,0.222642,67,1234,1301
386,387,1/22/2012,1,1,1,0,0,0,2,0.1625,0.79625,0.199638,196,1781,1977
387,388,1/23/2012,1,1,1,0,1,1,2,0.218333,0.91125,0.11070799999999999,145,2287,2432
388,389,1/24/2012,1,1,1,0,2,1,1,0.3425,0.835833,0.123767,439,3900,4339
389,390,1/25/2012,1,1,1,0,3,1,1,0.294167,0.64375,0.161071,467,3803,4270
390,391,1/26/2012,1,1,1,0,4,1,2,0.341667,0.769583,0.07339580000000001,244,3831,4075
391,392,1/27/2012,1,1,1,0,5,1,2,0.425,0.74125,0.342667,269,3187,3456
392,393,1/28/2012,1,1,1,0,6,0,1,0.315833,0.543333,0.210829,775,3248,4023
393,394,1/29/2012,1,1,1,0,0,0,1,0.2825,0.31125,0.24005,558,2685,3243
394,395,1/30/2012,1,1,1,0,1,1,1,0.269167,0.400833,0.215792,126,3498,3624
395,396,1/31/2012,1,1,1,0,2,1,1,0.39,0.416667,0.261817,324,4185,4509
396,397,2/1/2012,1,1,2,0,3,1,1,0.469167,0.507917,0.189067,304,4275,4579
397,398,2/2/2012,1,1,2,0,4,1,2,0.399167,0.672917,0.187187,190,3571,3761
398,399,2/3/2012,1,1,2,0,5,1,1,0.313333,0.526667,0.17849600000000002,310,3841,4151
399,400,2/4/2012,1,1,2,0,6,0,2,0.264167,0.779583,0.121896,384,2448,2832
400,401,2/5/2012,1,1,2,0,0,0,2,0.265833,0.687917,0.175996,318,2629,2947
401,402,2/6/2012,1,1,2,0,1,1,1,0.282609,0.622174,0.1538,206,3578,3784
402,403,2/7/2012,1,1,2,0,2,1,1,0.354167,0.49625,0.147379,199,4176,4375
403,404,2/8/2012,1,1,2,0,3,1,2,0.25666700000000003,0.722917,0.133721,109,2693,2802
404,405,2/9/2012,1,1,2,0,4,1,1,0.265,0.562083,0.194037,163,3667,3830
405,406,2/10/2012,1,1,2,0,5,1,2,0.280833,0.54,0.11692899999999999,227,3604,3831
406,407,2/11/2012,1,1,2,0,6,0,3,0.224167,0.73125,0.289796,192,1977,2169
407,408,2/12/2012,1,1,2,0,0,0,1,0.1275,0.46458299999999997,0.40921199999999996,73,1456,1529
408,409,2/13/2012,1,1,2,0,1,1,1,0.2225,0.41125,0.167283,94,3328,3422
409,410,2/14/2012,1,1,2,0,2,1,2,0.31916700000000003,0.50875,0.141179,135,3787,3922
410,411,2/15/2012,1,1,2,0,3,1,1,0.348333,0.53125,0.1816,141,4028,4169
411,412,2/16/2012,1,1,2,0,4,1,2,0.31666700000000003,0.7529170000000001,0.091425,74,2931,3005
412,413,2/17/2012,1,1,2,0,5,1,1,0.343333,0.634583,0.205846,349,3805,4154
413,414,2/18/2012,1,1,2,0,6,0,1,0.346667,0.534583,0.190929,1435,2883,4318
414,415,2/19/2012,1,1,2,0,0,0,2,0.28,0.515833,0.253112,618,2071,2689
415,416,2/20/2012,1,1,2,1,1,0,1,0.28,0.507826,0.22908299999999998,502,2627,3129
416,417,2/21/2012,1,1,2,0,2,1,1,0.287826,0.594348,0.205717,163,3614,3777
417,418,2/22/2012,1,1,2,0,3,1,1,0.395833,0.567917,0.234471,394,4379,4773
418,419,2/23/2012,1,1,2,0,4,1,1,0.454167,0.554583,0.190913,516,4546,5062
419,420,2/24/2012,1,1,2,0,5,1,2,0.4075,0.7375,0.237567,246,3241,3487
420,421,2/25/2012,1,1,2,0,6,0,1,0.290833,0.395833,0.421642,317,2415,2732
421,422,2/26/2012,1,1,2,0,0,0,1,0.279167,0.41,0.205229,515,2874,3389
422,423,2/27/2012,1,1,2,0,1,1,1,0.366667,0.490833,0.26803299999999997,253,4069,4322
423,424,2/28/2012,1,1,2,0,2,1,1,0.359167,0.395833,0.193417,229,4134,4363
424,425,2/29/2012,1,1,2,0,3,1,2,0.344348,0.804783,0.179117,65,1769,1834
425,426,3/1/2012,1,1,3,0,4,1,1,0.485833,0.615417,0.226987,325,4665,4990
426,427,3/2/2012,1,1,3,0,5,1,2,0.353333,0.657083,0.144904,246,2948,3194
427,428,3/3/2012,1,1,3,0,6,0,2,0.414167,0.62125,0.161079,956,3110,4066
