,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt
169,170,6/19/2011,2,0,6,0,0,0,2,0.699167,0.666667,0.102,1639,3105,4744
170,171,6/20/2011,2,0,6,0,1,1,2,0.635,0.74625,0.155475,699,3311,4010
171,172,6/21/2011,3,0,6,0,2,1,2,0.680833,0.770417,0.171025,774,4061,4835
172,173,6/22/2011,3,0,6,0,3,1,1,0.733333,0.7075,0.172262,661,3846,4507
173,174,6/23/2011,3,0,6,0,4,1,2,0.728333,0.703333,0.238804,746,4044,4790
174,175,6/24/2011,3,0,6,0,5,1,1,0.724167,0.573333,0.222025,969,4022,4991
175,176,6/25/2011,3,0,6,0,6,0,1,0.695,0.483333,0.209571,1782,3420,5202
176,177,6/26/2011,3,0,6,0,0,0,1,0.68,0.513333,0.09453330000000001,1920,3385,5305
177,178,6/27/2011,3,0,6,0,1,1,2,0.6825,0.658333,0.10758800000000002,854,3854,4708
178,179,6/28/2011,3,0,6,0,2,1,1,0.744167,0.634167,0.144283,732,3916,4648
179,180,6/29/2011,3,0,6,0,3,1,1,0.728333,0.497917,0.261821,848,4377,5225
180,181,6/30/2011,3,0,6,0,4,1,1,0.696667,0.434167,0.18531199999999998,1027,4488,5515
181,182,7/1/2011,3,0,7,0,5,1,1,0.7225,0.39625,0.10260799999999999,1246,4116,5362
182,183,7/2/2011,3,0,7,0,6,0,1,0.738333,0.444583,0.11506199999999998,2204,2915,5119
183,184,7/3/2011,3,0,7,0,0,0,2,0.716667,0.6825,0.228858,2282,2367,4649
184,185,7/4/2011,3,0,7,1,1,0,2,0.726667,0.637917,0.08147919999999999,3065,2978,6043
185,186,7/5/2011,3,0,7,0,2,1,1,0.746667,0.590417,0.12625799999999998,1031,3634,4665
186,187,7/6/2011,3,0,7,0,3,1,1,0.72,0.743333,0.149883,784,3845,4629
187,188,7/7/2011,3,0,7,0,4,1,1,0.75,0.65125,0.1592,754,3838,4592
188,189,7/8/2011,3,0,7,0,5,1,2,0.709167,0.757917,0.225129,692,3348,4040
189,190,7/9/2011,3,0,7,0,6,0,1,0.733333,0.609167,0.16791199999999998,1988,3348,5336
190,191,7/10/2011,3,0,7,0,0,0,1,0.7475,0.578333,0.183471,1743,3138,4881
191,192,7/11/2011,3,0,7,0,1,1,1,0.7625,0.635833,0.282337,723,3363,4086
192,193,7/12/2011,3,0,7,0,2,1,1,0.794167,0.559167,0.200254,662,3596,4258
193,194,7/13/2011,3,0,7,0,3,1,1,0.746667,0.631667,0.14613299999999999,748,3594,4342
194,195,7/14/2011,3,0,7,0,4,1,1,0.680833,0.47625,0.24066700000000002,888,4196,5084
195,196,7/15/2011,3,0,7,0,5,1,1,0.663333,0.59125,0.182833,1318,4220,5538
196,197,7/16/2011,3,0,7,0,6,0,1,0.686667,0.585,0.208342,2418,3505,5923
197,198,7/17/2011,3,0,7,0,0,0,1,0.719167,0.604167,0.245033,2006,3296,5302
198,199,7/18/2011,3,0,7,0,1,1,1,0.746667,0.65125,0.215804,841,3617,4458
199,200,7/19/2011,3,0,7,0,2,1,1,0.776667,0.650417,0.1306,752,3789,4541
200,201,7/20/2011,3,0,7,0,3,1,1,0.768333,0.707083,0.113817,644,3688,4332
201,202,7/21/2011,3,0,7,0,4,1,2,0.815,0.69125,0.222021,632,3152,3784
202,203,7/22/2011,3,0,7,0,5,1,1,0.848333,0.580417,0.1331,562,2825,3387
203,204,7/23/2011,3,0,7,0,6,0,1,0.849167,0.5,0.131221,987,2298,3285
204,205,7/24/2011,3,0,7,0,0,0,1,0.83,0.550833,0.16917100000000002,1050,2556,3606
205,206,7/25/2011,3,0,7,0,1,1,1,0.743333,0.757083,0.09080830000000001,568,3272,3840
206,207,7/26/2011,3,0,7,0,2,1,1,0.771667,0.540833,0.200258,750,3840,4590
207,208,7/27/2011,3,0,7,0,3,1,1,0.775,0.402917,0.18346300000000001,755,3901,4656
208,209,7/28/2011,3,0,7,0,4,1,1,0.779167,0.583333,0.178479,606,3784,4390
209,210,7/29/2011,3,0,7,0,5,1,1,0.838333,0.5425,0.17413800000000001,670,3176,3846
210,211,7/30/2011,3,0,7,0,6,0,1,0.804167,0.465833,0.168537,1559,2916,4475
211,212,7/31/2011,3,0,7,0,0,0,1,0.805833,0.480833,0.16481300000000002,1524,2778,4302
212,213,8/1/2011,3,0,8,0,1,1,1,0.771667,0.550833,0.156717,729,3537,4266
213,214,8/2/2011,3,0,8,0,2,1,1,0.783333,0.49125,0.20585,801,4044,4845
214,215,8/3/2011,3,0,8,0,3,1,2,0.731667,0.6575,0.13558299999999998,467,3107,3574
215,216,8/4/2011,3,0,8,0,4,1,2,0.71,0.7575,0.19715,799,3777,4576
216,217,8/5/2011,3,0,8,0,5,1,1,0.710833,0.630833,0.184696,1023,3843,4866
217,218,8/6/2011,3,0,8,0,6,0,2,0.716667,0.755,0.22825,1521,2773,4294
218,219,8/7/2011,3,0,8,0,0,0,1,0.7425,0.7529170000000001,0.201487,1298,2487,3785
219,220,8/8/2011,3,0,8,0,1,1,1,0.765,0.592083,0.192175,846,3480,4326
220,221,8/9/2011,3,0,8,0,2,1,1,0.775,0.570417,0.151121,907,3695,4602
221,222,8/10/2011,3,0,8,0,3,1,1,0.766667,0.424167,0.200258,884,3896,4780
222,223,8/11/2011,3,0,8,0,4,1,1,0.7175,0.42375,0.164796,812,3980,4792
223,224,8/12/2011,3,0,8,0,5,1,1,0.708333,0.415,0.125621,1051,3854,4905
224,225,8/13/2011,3,0,8,0,6,0,2,0.685833,0.729583,0.211454,1504,2646,4150
225,226,8/14/2011,3,0,8,0,0,0,2,0.676667,0.8175,0.222633,1338,2482,3820
226,227,8/15/2011,3,0,8,0,1,1,1,0.665833,0.712083,0.208954,775,3563,4338
227,228,8/16/2011,3,0,8,0,2,1,1,0.700833,0.578333,0.23632899999999998,721,4004,4725
228,229,8/17/2011,3,0,8,0,3,1,1,0.723333,0.575417,0.14366700000000002,668,4026,4694
229,230,8/18/2011,3,0,8,0,4,1,1,0.711667,0.654583,0.233208,639,3166,3805
230,231,8/19/2011,3,0,8,0,5,1,2,0.685,0.722917,0.139308,797,3356,4153
231,232,8/20/2011,3,0,8,0,6,0,1,0.6975,0.674167,0.104467,1914,3277,5191
232,233,8/21/2011,3,0,8,0,0,0,1,0.710833,0.77,0.248754,1249,2624,3873
233,234,8/22/2011,3,0,8,0,1,1,1,0.691667,0.47,0.27675,833,3925,4758
234,235,8/23/2011,3,0,8,0,2,1,1,0.640833,0.455417,0.146763,1281,4614,5895
235,236,8/24/2011,3,0,8,0,3,1,1,0.673333,0.605,0.253108,949,4181,5130
236,237,8/25/2011,3,0,8,0,4,1,2,0.684167,0.771667,0.210833,435,3107,3542
237,238,8/26/2011,3,0,8,0,5,1,1,0.7,0.76125,0.0839625,768,3893,4661
238,239,8/27/2011,3,0,8,0,6,0,2,0.68,0.85,0.37561700000000003,226,889,1115
239,240,8/28/2011,3,0,8,0,0,0,1,0.707059,0.561765,0.304659,1415,2919,4334
240,241,8/29/2011,3,0,8,0,1,1,1,0.636667,0.554583,0.159825,729,3905,4634
241,242,8/30/2011,3,0,8,0,2,1,1,0.639167,0.548333,0.12500799999999998,775,4429,5204
242,243,8/31/2011,3,0,8,0,3,1,1,0.656667,0.597917,0.08333330000000001,688,4370,5058
243,244,9/1/2011,3,0,9,0,4,1,1,0.655,0.639167,0.141796,783,4332,5115
244,245,9/2/2011,3,0,9,0,5,1,2,0.643333,0.727083,0.139929,875,3852,4727
245,246,9/3/2011,3,0,9,0,6,0,1,0.669167,0.716667,0.185325,1935,2549,4484
246,247,9/4/2011,3,0,9,0,0,0,1,0.709167,0.742083,0.206467,2521,2419,4940
247,248,9/5/2011,3,0,9,1,1,0,2,0.673333,0.790417,0.212696,1236,2115,3351
248,249,9/6/2011,3,0,9,0,2,1,3,0.54,0.886957,0.343943,204,2506,2710
249,250,9/7/2011,3,0,9,0,3,1,3,0.599167,0.917083,0.0970208,118,1878,1996
250,251,9/8/2011,3,0,9,0,4,1,3,0.6339130000000001,0.939565,0.192748,153,1689,1842
251,252,9/9/2011,3,0,9,0,5,1,2,0.65,0.897917,0.12437899999999999,417,3127,3544
252,253,9/10/2011,3,0,9,0,6,0,1,0.66,0.75375,0.153608,1750,3595,5345
253,254,9/11/2011,3,0,9,0,0,0,1,0.6533329999999999,0.71375,0.11505399999999999,1633,3413,5046
254,255,9/12/2011,3,0,9,0,1,1,1,0.6443479999999999,0.692174,0.088913,690,4023,4713
255,256,9/13/2011,3,0,9,0,2,1,1,0.650833,0.7125,0.14180399999999999,701,4062,4763
256,257,9/14/2011,3,0,9,0,3,1,1,0.673333,0.697083,0.1673,647,4138,4785
257,258,9/15/2011,3,0,9,0,4,1,2,0.5775,0.709167,0.271146,428,3231,3659
258,259,9/16/2011,3,0,9,0,5,1,2,0.469167,0.590417,0.164183,742,4018,4760
259,260,9/17/2011,3,0,9,0,6,0,2,0.491667,0.718333,0.189675,1434,3077,4511
260,261,9/18/2011,3,0,9,0,0,0,1,0.5075,0.695,0.178483,1353,2921,4274
261,262,9/19/2011,3,0,9,0,1,1,2,0.549167,0.69,0.15174200000000002,691,3848,4539
262,263,9/20/2011,3,0,9,0,2,1,2,0.561667,0.88125,0.134954,438,3203,3641
263,264,9/21/2011,3,0,9,0,3,1,2,0.595,0.9,0.0964042,539,3813,4352
264,265,9/22/2011,3,0,9,0,4,1,2,0.628333,0.902083,0.128125,555,4240,4795
265,266,9/23/2011,4,0,9,0,5,1,2,0.609167,0.9725,0.0783667,258,2137,2395
266,267,9/24/2011,4,0,9,0,6,0,2,0.606667,0.8625,0.0783833,1776,3647,5423
267,268,9/25/2011,4,0,9,0,0,0,2,0.634167,0.845,0.0503792,1544,3466,5010
268,269,9/26/2011,4,0,9,0,1,1,2,0.649167,0.848333,0.1107,684,3946,4630
269,270,9/27/2011,4,0,9,0,2,1,2,0.636667,0.885417,0.118171,477,3643,4120
270,271,9/28/2011,4,0,9,0,3,1,2,0.635,0.84875,0.14862899999999998,480,3427,3907
271,272,9/29/2011,4,0,9,0,4,1,1,0.616667,0.699167,0.17288299999999998,653,4186,4839
272,273,9/30/2011,4,0,9,0,5,1,1,0.564167,0.6475,0.206475,830,4372,5202
273,274,10/1/2011,4,0,10,0,6,0,2,0.41,0.75375,0.292296,480,1949,2429
274,275,10/2/2011,4,0,10,0,0,0,2,0.356667,0.791667,0.22201300000000002,616,2302,2918
275,276,10/3/2011,4,0,10,0,1,1,2,0.384167,0.760833,0.08334580000000001,330,3240,3570
276,277,10/4/2011,4,0,10,0,2,1,1,0.484167,0.71,0.205854,486,3970,4456
277,278,10/5/2011,4,0,10,0,3,1,1,0.538333,0.647917,0.17725,559,4267,4826
278,279,10/6/2011,4,0,10,0,4,1,1,0.494167,0.620833,0.134954,639,4126,4765
279,280,10/7/2011,4,0,10,0,5,1,1,0.510833,0.684167,0.0223917,949,4036,4985
280,281,10/8/2011,4,0,10,0,6,0,1,0.521667,0.70125,0.0454042,2235,3174,5409
281,282,10/9/2011,4,0,10,0,0,0,1,0.540833,0.7275,0.06345,2397,3114,5511
282,283,10/10/2011,4,0,10,1,1,0,1,0.570833,0.73375,0.0423042,1514,3603,5117
283,284,10/11/2011,4,0,10,0,2,1,2,0.566667,0.80875,0.143042,667,3896,4563
284,285,10/12/2011,4,0,10,0,3,1,3,0.543333,0.90625,0.24815,217,2199,2416
285,286,10/13/2011,4,0,10,0,4,1,2,0.589167,0.896667,0.141787,290,2623,2913
286,287,10/14/2011,4,0,10,0,5,1,2,0.550833,0.71625,0.223883,529,3115,3644
287,288,10/15/2011,4,0,10,0,6,0,1,0.506667,0.483333,0.258083,1899,3318,5217
288,289,10/16/2011,4,0,10,0,0,0,1,0.511667,0.486667,0.281717,1748,3293,5041
289,290,10/17/2011,4,0,10,0,1,1,1,0.5341670000000001,0.579583,0.175379,713,3857,4570
290,291,10/18/2011,4,0,10,0,2,1,2,0.5325,0.701667,0.11008699999999999,637,4111,4748
291,292,10/19/2011,4,0,10,0,3,1,3,0.5417390000000001,0.895217,0.243339,254,2170,2424
292,293,10/20/2011,4,0,10,0,4,1,1,0.475833,0.63625,0.422275,471,3724,4195
293,294,10/21/2011,4,0,10,0,5,1,1,0.4275,0.574167,0.221396,676,3628,4304
294,295,10/22/2011,4,0,10,0,6,0,1,0.4225,0.629167,0.09266669999999999,1499,2809,4308
295,296,10/23/2011,4,0,10,0,0,0,1,0.421667,0.74125,0.0995125,1619,2762,4381
296,297,10/24/2011,4,0,10,0,1,1,1,0.463333,0.772083,0.11879200000000001,699,3488,4187
297,298,10/25/2011,4,0,10,0,2,1,1,0.471667,0.622917,0.166658,695,3992,4687
298,299,10/26/2011,4,0,10,0,3,1,2,0.484167,0.720417,0.148642,404,3490,3894
299,300,10/27/2011,4,0,10,0,4,1,2,0.47,0.812917,0.19776300000000002,240,2419,2659
300,301,10/28/2011,4,0,10,0,5,1,2,0.330833,0.585833,0.229479,456,3291,3747
301,302,10/29/2011,4,0,10,0,6,0,3,0.25416700000000003,0.8825,0.351371,57,570,627
302,303,10/30/2011,4,0,10,0,0,0,1,0.31916700000000003,0.62375,0.176617,885,2446,3331
303,304,10/31/2011,4,0,10,0,1,1,1,0.34,0.703333,0.10635,362,3307,3669
304,305,11/1/2011,4,0,11,0,2,1,1,0.400833,0.68375,0.135571,410,3658,4068
305,306,11/2/2011,4,0,11,0,3,1,1,0.3775,0.71875,0.08209169999999999,370,3816,4186
306,307,11/3/2011,4,0,11,0,4,1,1,0.408333,0.702083,0.136817,318,3656,3974
307,308,11/4/2011,4,0,11,0,5,1,2,0.403333,0.6225,0.271779,470,3576,4046
308,309,11/5/2011,4,0,11,0,6,0,1,0.326667,0.519167,0.18906199999999998,1156,2770,3926
309,310,11/6/2011,4,0,11,0,0,0,1,0.348333,0.734583,0.09205419999999999,952,2697,3649
310,311,11/7/2011,4,0,11,0,1,1,1,0.395,0.75875,0.057225,373,3662,4035
311,312,11/8/2011,4,0,11,0,2,1,1,0.408333,0.7216670000000001,0.0690375,376,3829,4205
312,313,11/9/2011,4,0,11,0,3,1,1,0.4,0.758333,0.06219580000000001,305,3804,4109
313,314,11/10/2011,4,0,11,0,4,1,2,0.38,0.813333,0.189067,190,2743,2933
314,315,11/11/2011,4,0,11,1,5,0,1,0.324167,0.44625,0.314675,440,2928,3368
315,316,11/12/2011,4,0,11,0,6,0,1,0.356667,0.552917,0.212062,1275,2792,4067
316,317,11/13/2011,4,0,11,0,0,0,1,0.440833,0.458333,0.281721,1004,2713,3717
317,318,11/14/2011,4,0,11,0,1,1,1,0.53,0.587083,0.306596,595,3891,4486
318,319,11/15/2011,4,0,11,0,2,1,2,0.53,0.68875,0.199633,449,3746,4195
319,320,11/16/2011,4,0,11,0,3,1,3,0.456667,0.93,0.136829,145,1672,1817
320,321,11/17/2011,4,0,11,0,4,1,2,0.341667,0.575833,0.30536199999999997,139,2914,3053
321,322,11/18/2011,4,0,11,0,5,1,1,0.274167,0.41,0.168533,245,3147,3392
322,323,11/19/2011,4,0,11,0,6,0,1,0.329167,0.502083,0.224496,943,2720,3663
323,324,11/20/2011,4,0,11,0,0,0,2,0.463333,0.6845829999999999,0.18595,787,2733,3520
324,325,11/21/2011,4,0,11,0,1,1,3,0.4475,0.91,0.138054,220,2545,2765
325,326,11/22/2011,4,0,11,0,2,1,3,0.416667,0.9625,0.11879200000000001,69,1538,1607
326,327,11/23/2011,4,0,11,0,3,1,2,0.440833,0.757917,0.335825,112,2454,2566
327,328,11/24/2011,4,0,11,1,4,0,1,0.37333299999999997,0.549167,0.167304,560,935,1495
328,329,11/25/2011,4,0,11,0,5,1,1,0.375,0.64375,0.0988958,1095,1697,2792
329,330,11/26/2011,4,0,11,0,6,0,1,0.375833,0.681667,0.0684208,1249,1819,3068
330,331,11/27/2011,4,0,11,0,0,0,1,0.459167,0.698333,0.208954,810,2261,3071
331,332,11/28/2011,4,0,11,0,1,1,1,0.503478,0.743043,0.142122,253,3614,3867
332,333,11/29/2011,4,0,11,0,2,1,2,0.458333,0.830833,0.258092,96,2818,2914
333,334,11/30/2011,4,0,11,0,3,1,1,0.325,0.613333,0.271158,188,3425,3613
334,335,12/1/2011,4,0,12,0,4,1,1,0.3125,0.524583,0.220158,182,3545,3727
335,336,12/2/2011,4,0,12,0,5,1,1,0.31416700000000003,0.625833,0.100754,268,3672,3940
336,337,12/3/2011,4,0,12,0,6,0,1,0.299167,0.612917,0.0957833,706,2908,3614
337,338,12/4/2011,4,0,12,0,0,0,1,0.330833,0.775833,0.08395830000000001,634,2851,3485
338,339,12/5/2011,4,0,12,0,1,1,2,0.385833,0.827083,0.06220830000000001,233,3578,3811
339,340,12/6/2011,4,0,12,0,2,1,3,0.4625,0.949583,0.23258299999999998,126,2468,2594
340,341,12/7/2011,4,0,12,0,3,1,3,0.41,0.970417,0.266175,50,655,705
341,342,12/8/2011,4,0,12,0,4,1,1,0.265833,0.58,0.240058,150,3172,3322
342,343,12/9/2011,4,0,12,0,5,1,1,0.290833,0.695833,0.08271669999999999,261,3359,3620
343,344,12/10/2011,4,0,12,0,6,0,1,0.275,0.5075,0.233221,502,2688,3190
344,345,12/11/2011,4,0,12,0,0,0,1,0.220833,0.49,0.0665417,377,2366,2743
345,346,12/12/2011,4,0,12,0,1,1,1,0.238333,0.670833,0.06345,143,3167,3310
346,347,12/13/2011,4,0,12,0,2,1,1,0.2825,0.59,0.14055,155,3368,3523
347,348,12/14/2011,4,0,12,0,3,1,2,0.3175,0.66375,0.06095830000000001,178,3562,3740
348,349,12/15/2011,4,0,12,0,4,1,2,0.4225,0.634167,0.268042,181,3528,3709
349,350,12/16/2011,4,0,12,0,5,1,2,0.375,0.500417,0.260575,178,3399,3577
350,351,12/17/2011,4,0,12,0,6,0,2,0.258333,0.560833,0.243167,275,2464,2739
351,352,12/18/2011,4,0,12,0,0,0,1,0.238333,0.58625,0.16977899999999999,220,2211,2431
352,353,12/19/2011,4,0,12,0,1,1,1,0.276667,0.6375,0.172896,260,3143,3403
353,354,12/20/2011,4,0,12,0,2,1,2,0.385833,0.595417,0.06157080000000001,216,3534,3750
354,355,12/21/2011,1,0,12,0,3,1,2,0.428333,0.858333,0.2214,107,2553,2660
355,356,12/22/2011,1,0,12,0,4,1,2,0.423333,0.7575,0.047275,227,2841,3068
356,357,12/23/2011,1,0,12,0,5,1,1,0.37333299999999997,0.68625,0.274246,163,2046,2209
357,358,12/24/2011,1,0,12,0,6,0,1,0.3025,0.5425,0.190304,155,856,1011
358,359,12/25/2011,1,0,12,0,0,0,1,0.274783,0.681304,0.155091,303,451,754
359,360,12/26/2011,1,0,12,1,1,0,1,0.321739,0.506957,0.239465,430,887,1317
360,361,12/27/2011,1,0,12,0,2,1,2,0.325,0.7625,0.18845,103,1059,1162
361,362,12/28/2011,1,0,12,0,3,1,1,0.29913,0.503913,0.29396100000000003,255,2047,2302
362,363,12/29/2011,1,0,12,0,4,1,1,0.248333,0.574167,0.11941199999999999,254,2169,2423
363,364,12/30/2011,1,0,12,0,5,1,1,0.311667,0.636667,0.13433699999999998,491,2508,2999
364,365,12/31/2011,1,0,12,0,6,0,1,0.41,0.615833,0.220154,665,1820,2485
365,366,1/1/2012,1,1,1,0,0,0,1,0.37,0.6925,0.192167,686,1608,2294
366,367,1/2/2012,1,1,1,1,1,0,1,0.273043,0.381304,0.329665,244,1707,1951
367,368,1/3/2012,1,1,1,0,2,1,1,0.15,0.44125,0.365671,89,2147,2236
368,369,1/4/2012,1,1,1,0,3,1,2,0.1075,0.414583,0.1847,95,2273,2368
369,370,1/5/2012,1,1,1,0,4,1,1,0.265833,0.524167,0.129987,140,3132,3272
370,371,1/6/2012,1,1,1,0,5,1,1,0.334167,0.542083,0.167908,307,3791,4098
371,372,1/7/2012,1,1,1,0,6,0,1,0.393333,0.531667,0.174758,1070,3451,4521
372,373,1/8/2012,1,1,1,0,0,0,1,0.3375,0.465,0.19154200000000002,599,2826,3425
373,374,1/9/2012,1,1,1,0,1,1,2,0.224167,0.701667,0.0989,106,2270,2376
374,375,1/10/2012,1,1,1,0,2,1,1,0.308696,0.646522,0.187552,173,3425,3598
375,376,1/11/2012,1,1,1,0,3,1,2,0.274167,0.8475,0.131221,92,2085,2177
376,377,1/12/2012,1,1,1,0,4,1,2,0.3825,0.802917,0.18096700000000002,269,3828,4097
377,378,1/13/2012,1,1,1,0,5,1,1,0.274167,0.5075,0.378108,174,3040,3214
378,379,1/14/2012,1,1,1,0,6,0,1,0.18,0.4575,0.187183,333,2160,2493
379,380,1/15/2012,1,1,1,0,0,0,1,0.166667,0.419167,0.251258,284,2027,2311
380,381,1/16/2012,1,1,1,1,1,0,1,0.19,0.5225,0.23135799999999998,217,2081,2298
381,382,1/17/2012,1,1,1,0,2,1,2,0.37304299999999996,0.716087,0.34913,127,2808,2935
382,383,1/18/2012,1,1,1,0,3,1,1,0.303333,0.443333,0.415429,109,3267,3376
383,384,1/19/2012,1,1,1,0,4,1,1,0.19,0.4975,0.220158,130,3162,3292
384,385,1/20/2012,1,1,1,0,5,1,2,0.2175,0.45,0.20275,115,3048,3163
385,386,1/21/2012,1,1,1,0,6,0,2,0.173333,0.83125,0.222642,67,1234,1301
386,387,1/22/2012,1,1,1,0,0,0,2,0.1625,0.79625,0.199638,196,1781,1977
387,388,1/23/2012,1,1,1,0,1,1,2,0.218333,0.91125,0.11070799999999999,145,2287,2432
388,389,1/24/2012,1,1,1,0,2,1,1,0.3425,0.835833,0.123767,439,3900,4339
389,390,1/25/2012,1,1,1,0,3,1,1,0.294167,0.64375,0.161071,467,3803,4270
390,391,1/26/2012,1,1,1,0,4,1,2,0.341667,0.769583,0.07339580000000001,244,3831,4075
391,392,1/27/2012,1,1,1,0,5,1,2,0.425,0.74125,0.342667,269,3187,3456
392,393,1/28/2012,1,1,1,0,6,0,1,0.315833,0.543333,0.210829,775,3248,4023
393,394,1/29/2012,1,1,1,0,0,0,1,0.2825,0.31125,0.24005,558,2685,3243
394,395,1/30/2012,1,1,1,0,1,1,1,0.269167,0.400833,0.215792,126,3498,3624
395,396,1/31/2012,1,1,1,0,2,1,1,0.39,0.416667,0.261817,324,4185,4509
396,397,2/1/2012,1,1,2,0,3,1,1,0.469167,0.507917,0.189067,304,4275,4579
397,398,2/2/2012,1,1,2,0,4,1,2,0.399167,0.672917,0.187187,190,3571,3761
398,399,2/3/2012,1,1,2,0,5,1,1,0.313333,0.526667,0.17849600000000002,310,3841,4151
399,400,2/4/2012,1,1,2,0,6,0,2,0.264167,0.779583,0.121896,384,2448,2832
400,401,2/5/2012,1,1,2,0,0,0,2,0.265833,0.687917,0.175996,318,2629,2947
401,402,2/6/2012,1,1,2,0,1,1,1,0.282609,0.622174,0.1538,206,3578,3784
402,403,2/7/2012,1,1,2,0,2,1,1,0.354167,0.49625,0.147379,199,4176,4375
403,404,2/8/2012,1,1,2,0,3,1,2,0.25666700000000003,0.722917,0.133721,109,2693,2802
404,405,2/9/2012,1,1,2,0,4,1,1,0.265,0.562083,0.194037,163,3667,3830
405,406,2/10/2012,1,1,2,0,5,1,2,0.280833,0.54,0.11692899999999999,227,3604,3831
406,407,2/11/2012,1,1,2,0,6,0,3,0.224167,0.73125,0.289796,192,1977,2169
407,408,2/12/2012,1,1,2,0,0,0,1,0.1275,0.46458299999999997,0.40921199999999996,73,1456,1529
408,409,2/13/2012,1,1,2,0,1,1,1,0.2225,0.41125,0.167283,94,3328,3422
409,410,2/14/2012,1,1,2,0,2,1,2,0.31916700000000003,0.50875,0.141179,135,3787,3922
410,411,2/15/2012,1,1,2,0,3,1,1,0.348333,0.53125,0.1816,141,4028,4169
411,412,2/16/2012,1,1,2,0,4,1,2,0.31666700000000003,0.7529170000000001,0.091425,74,2931,3005
412,413,2/17/2012,1,1,2,0,5,1,1,0.343333,0.634583,0.205846,349,3805,4154
413,414,2/18/2012,1,1,2,0,6,0,1,0.346667,0.534583,0.190929,1435,2883,4318
414,415,2/19/2012,1,1,2,0,0,0,2,0.28,0.515833,0.253112,618,2071,2689
415,416,2/20/2012,1,1,2,1,1,0,1,0.28,0.507826,0.22908299999999998,502,2627,3129
416,417,2/21/2012,1,1,2,0,2,1,1,0.287826,0.594348,0.205717,163,3614,3777
417,418,2/22/2012,1,1,2,0,3,1,1,0.395833,0.567917,0.234471,394,4379,4773
418,419,2/23/2012,1,1,2,0,4,1,1,0.454167,0.554583,0.190913,516,4546,5062
419,420,2/24/2012,1,1,2,0,5,1,2,0.4075,0.7375,0.237567,246,3241,3487
420,421,2/25/2012,1,1,2,0,6,0,1,0.290833,0.395833,0.421642,317,2415,2732
421,422,2/26/2012,1,1,2,0,0,0,1,0.279167,0.41,0.205229,515,2874,3389
422,423,2/27/2012,1,1,2,0,1,1,1,0.366667,0.490833,0.26803299999999997,253,4069,4322
423,424,2/28/2012,1,1,2,0,2,1,1,0.359167,0.395833,0.193417,229,4134,4363
424,425,2/29/2012,1,1,2,0,3,1,2,0.344348,0.804783,0.179117,65,1769,1834
425,426,3/1/2012,1,1,3,0,4,1,1,0.485833,0.615417,0.226987,325,4665,4990
426,427,3/2/2012,1,1,3,0,5,1,2,0.353333,0.657083,0.144904,246,2948,3194
427,428,3/3/2012,1,1,3,0,6,0,2,0.414167,0.62125,0.161079,956,3110,4066
