,Temperature,Revenue
152,12.26588434,319.40290319999997
153,19.75470829,493.7103331999999
154,23.34903419,586.1387672999999
155,21.14404693,497.7523178
156,18.88035599,476.79452510000004
157,28.2717647,625.8046425
158,16.40602096,390.4033487
159,28.99373705,675.8289158
160,10.24505765,273.0733418
161,11.07784312,280.51846739999996
162,25.49968375,583.0844489
163,27.93134811,648.5546445
164,28.4595428,726.2337713
165,13.30179635,335.8156867
166,25.99599345,570.5778753
167,32.80503252,685.6546553999999
168,32.71638067,775.7228577000001
169,32.10707989,773.9247547
170,24.77867495,540.9775109
171,15.02911176,366.24771430000004
172,23.42464718,539.5277397000001
173,35.21724007,809.7777259
174,16.37957324,376.55447189999995
175,20.55667911,477.84171849999996
176,21.32239237,520.4703098
177,26.94363797,654.1974057
178,22.63473505,518.2161052
179,33.25089892,782.0125497
180,8.991760111,250.1317278
181,26.87495294,634.5847506
182,21.35802411,488.17080880000003
183,22.00987431,520.8534562
184,29.12912778,652.0054081000001
185,16.19129752,383.9562396
186,35.35976059,796.5176848
187,11.18775682,293.92639269999995
188,16.55584289,414.423028
189,30.33033167,691.9580059
190,12.90066587,339.10958289999996
191,19.81463838,471.7015569
192,20.93460766,499.4583433
193,23.59102806,542.6080704
194,16.55794796,401.9247923
195,30.66659556,680.0271205
196,9.81251047,258.2868099
197,31.57998903,715.1246952
198,25.42216523,608.9363452
199,25.24114819,574.7106486
200,26.87358624,615.9266502
201,21.42455778,533.3243245
202,23.9638795,578.3604353999999
203,10.4471261,278.3098441
204,5.822332345,186.4764868
205,16.14582413,395.2737497
206,23.95931178,537.113833
207,9.782380752,228.90103030000003
208,23.97593152,603.2329422
209,10.09664458,272.8570213
210,22.38760374,493.1154676
211,27.32232277,612.8037704
212,20.24734584,437.2519927
213,23.15300185,506.4937476
214,15.75395072,409.49384760000004
215,27.57296049,562.7924632999999
216,18.77682968,402.3984607
217,22.65313582,532.05402
218,17.99302022,413.91406689999997
219,13.11245224,332.1501054
220,24.80257679,563.3012801
221,18.60275025,472.5493427
222,25.8659433,596.9842407000001
223,26.25074588,596.8891052
224,13.36431317,268.92917939999995
225,21.54045905,528.1162401
226,27.12812867,627.6508336
227,26.9441229,618.1720908
228,38.14633277,850.2469822
229,4.236464973,118.8121496
230,9.403479209,278.06275939999995
231,20.15334527,449.1128688
232,19.72133149,448.93044289999995
233,19.19495126,463.0656143
234,19.17204498,474.83224400000006
235,36.11656147,824.9543567000001
236,23.41086133,553.1196514
237,29.91930886,696.6401775
238,32.00436506,675.807151
239,29.76822349,695.8512979
240,11.13270573,288.1581451
241,23.38514451,506.4321353
242,27.70505923,618.4572771
243,15.04792332,367.05237569999997
244,6.352459369,191.6233119
245,14.263540599999999,334.43371989999997
246,25.42294716,583.7597812999999
247,24.72715441,538.1796842
248,16.30012497,394.16861960000006
249,18.14895234,473.5681122
250,18.57811922,427.1383693
251,32.33480808,747.9632701
252,7.561124941,212.4835594
253,31.47122432,691.5165411
254,28.33536277,632.9019139999999
255,17.63693676,448.54996090000003
256,21.70395288,521.6728036999999
257,18.46290678,437.8287103
258,32.47979434,706.7246037000001
259,17.36073198,405.2503868
260,21.00704512,503.08426789999993
261,23.57711325,570.9909316000001
262,30.76273994,706.3649044
263,22.678560100000002,543.9850584
264,28.85519147,641.0253891
265,9.651495249,274.6789209
266,18.50623116,420.96645290000004
267,5.3384126730000006,145.6253019
268,35.458136200000006,828.2960767000001
269,24.77819856,594.8048712
270,24.62861149,603.3053386
271,28.4917635,651.486741
272,24.94971519,607.5421478
273,25.44824,625.8464212
274,22.24873896,535.8667293000001
275,24.76187643,530.7482251
276,22.44803391,535.7089202999999
277,35.03345633,781.9837945
278,33.74420870000001,797.566536
279,22.52674945,521.2673794
280,28.46493296,607.8391937999999
281,23.49753209,534.3645388
282,26.07840506,599.2782774
283,28.86558895,662.5589903
284,22.14631706,512.5881071
285,26.33705248,574.4233102000001
286,25.00237968,550.7014036
287,26.456050800000003,554.7429738
288,22.18951589,496.4613625
289,15.52116187,350.62903639999996
290,17.656839399999996,409.40280160000003
291,28.72991474,631.3182368
292,27.52923218,661.4675187999999
293,27.18851714,642.3498137
294,10.40342267,321.75003430000004
295,17.58837197,412.0650006
296,24.52184673,538.31289
297,37.99863474,857.5266412999998
298,16.95477783,425.2655958
299,7.745285958999999,198.1215634
400,24.24037247,569.6187562000001
401,38.62886243,916.6486130000001
402,0.0,10.0
403,24.34910395,572.6720474
404,26.16885914,658.6004564
405,5.307507347,242.50985530000003
406,17.99701481,441.0029443
407,30.96508651,702.6236136
408,29.7185162,643.0909437000001
409,32.64993621,818.135393
410,21.12912561,493.2266364
411,18.55163953,443.1136034
412,14.55121221,323.94467180000004
413,41.76658912,969.2916296
414,27.11773949,658.5937316000001
415,20.01638438,477.31518789999996
416,20.56301483,425.0120182
417,27.51664567,649.729072
418,30.22810362,679.7120583999999
419,21.67989703,505.7438672
420,20.05018591,473.49963110000004
421,17.29920384,405.9151588
422,17.19943002,428.8543561000001
423,35.44454622,800.2024937000001
424,19.11365281,445.7723999
425,18.95252067,450.70858899999996
426,26.12213765,617.1007232000001
427,19.98286779,541.2936627
428,27.72143999,654.8949545
429,21.02639814,521.7754451999999
430,25.3804373,603.3246306
431,24.11359659,588.5275512999999
432,27.599066399999998,634.1219776
433,8.756004031,246.7871609
434,27.54196095,640.1770587999999
435,15.91667782,381.0433769
436,17.18894776,390.8791194
437,28.79315859,654.1293764999999
438,17.13279538,412.082357
439,8.79430294,264.123914
440,31.03033279,684.1584437000001
441,19.20297003,459.7353497
442,27.12941186,615.1753845
443,30.08108934,698.9718062999999
444,45.0,1000.0
445,18.90848865,449.81330030000004
446,15.10292191,322.888783
447,21.89743267,493.4202188
448,29.50819457,629.8937917999999
449,19.2786717,452.6263171
450,29.87997288,683.5447809
451,21.61064376,537.6648006
452,24.98851899,608.6299921
453,31.16003022,746.9463889
454,34.67804648,756.9625616000001
455,20.90057478,491.23060269999996
456,37.12707034,892.9477197999998
457,26.36052065,646.2669457999999
458,35.33120818,804.2600255
459,24.48490862,526.5470649
460,38.66820248,891.4136462000001
461,28.90019172,636.298374
462,12.12301401,297.0254137
463,11.595102699999998,257.078777
464,17.45516162,391.7152986
465,20.89661921,494.62743729999994
466,40.30376781,926.0671533
467,26.53021877,612.2437215
468,39.513154799999995,898.805423
469,22.39797728,489.5690899
470,9.309345599,291.7230401
471,19.49474317,429.43570210000007
472,22.22512228,500.06577869999995
473,18.88716165,475.21335369999997
474,21.75209218,530.356713
475,18.15921677,453.78560660000005
476,14.86610347,296.90653230000004
477,28.82975908,682.8085662999999
478,25.33342015,581.2620157
479,18.50836039,432.81979519999993
480,22.48279827,507.900282
481,30.08518963,691.8554843
482,16.99788893,448.32598139999993
483,27.28106383,612.2419632
484,4.865873622,188.1513313
485,23.40725697,501.34533
486,12.30161489,333.3342585
487,32.63285815,793.079011
488,16.70385182,379.318226
489,26.96421749,581.0740052
490,23.82492237,584.399945
491,34.47216919,809.3525195000001
492,23.05621357,552.8193512
493,14.93150577,377.4309279
494,25.11206572,571.4342569
495,22.27489926,524.7463643
496,32.89309211,755.8183987000001
497,12.58815695,306.09071889999996
498,22.36240237,566.2173038
499,28.95773632,655.6603878999999
